"","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB","MD5-R-EB","MD6-R-EB","MD7-R-EB","MD8-R-EB","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"Mir200b",0,1,0,1,1,0,2,0,2,0,1,0
"Mir200c",0,0,0,0,0,0,0,0,1,0,0,0
"Mir201",0,0,0,0,0,0,0,0,0,0,0,0
"Mir202",0,0,0,0,0,0,0,0,0,0,0,0
"Mir203",0,0,0,0,0,0,0,0,0,0,0,0
"Mir204",0,0,0,0,0,0,0,0,0,0,0,0
"Mir205",1,0,0,0,0,0,1,0,2,1,1,0
"Mir206",0,0,0,0,0,0,0,0,0,0,0,0
"Mir207",0,0,0,0,0,0,0,0,0,0,0,0
"Mir208a",0,0,0,0,0,0,0,0,0,0,0,0
"Mir208b",0,0,0,0,0,0,0,0,0,0,0,1
"Mir20a",13,37,23,23,50,26,40,49,34,28,15,20
"Mir20b",4,7,9,3,33,7,31,21,19,14,3,5
"Mir210",0,4,1,1,0,0,0,0,3,11,2,18
"Mir211",0,0,0,0,1,0,0,1,0,0,0,0
"Mir212",0,0,0,0,0,0,2,1,1,0,0,0
"Mir2136",0,0,0,0,0,0,0,0,0,0,0,0
"Mir2137",1,0,0,0,1,1,2,0,0,0,0,0
"Mir2139",0,0,0,0,0,0,0,0,0,0,0,0
"Mir214",0,0,0,0,0,0,0,0,0,0,0,0
"Mir215",0,0,0,0,0,0,0,0,0,0,0,0
"Mir216a",0,0,0,0,0,0,0,0,0,0,0,0
"Mir216b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir216c",0,0,0,0,0,0,0,0,0,0,0,0
"Mir217",0,0,0,0,0,0,0,0,0,0,0,0
"Mir218-1",1,0,0,0,1,0,0,0,0,0,0,1
"Mir218-2",2,0,1,0,2,0,1,0,2,5,1,4
"Mir219a-1",1,2,1,0,2,1,2,2,9,6,2,5
"Mir219a-2",0,0,0,0,0,0,0,0,1,1,0,0
"Mir219b",2,1,1,0,1,2,4,3,0,0,1,3
"Mir219c",1,1,1,1,1,0,2,4,2,4,5,4
"Mir21a",0,0,0,0,0,0,0,0,0,0,0,0
"Mir21b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir21c",0,0,0,0,0,0,0,0,0,0,0,0
"Mir22",0,0,0,0,0,0,0,0,0,0,0,0
"Mir221",1,0,2,1,6,1,4,2,5,1,0,2
"Mir222",0,0,0,0,0,0,1,0,0,1,0,0
"Mir223",0,0,0,0,0,0,0,0,0,0,0,0
"Mir224",0,0,0,0,0,0,0,1,2,0,4,5
"Mir22hg",51,45,42,40,70,31,66,69,46,69,53,89
"Mir23a",6,2,7,5,7,1,4,7,6,3,12,15
"Mir23b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir24-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir24-2",2,2,0,2,1,0,1,4,0,0,0,4
"Mir25",9,20,12,15,39,20,20,57,22,27,49,39
"Mir26a-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir26a-2",2,1,1,0,1,0,2,4,0,0,0,2
"Mir26b",1,2,4,0,6,0,6,7,6,17,17,17
"Mir27a",4,3,3,0,1,0,4,4,4,4,9,13
"Mir27b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir2861",1,0,0,0,0,0,0,0,1,2,4,4
"Mir28a",0,0,0,0,0,0,0,0,0,0,0,0
"Mir28b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir28c",0,0,0,0,0,0,0,0,0,0,0,0
"Mir290a",137,164,192,148,101,41,86,109,72,36,19,27
"Mir290b",0,0,0,0,0,0,0,1,0,0,0,0
"Mir291a",0,0,0,0,0,0,0,0,0,0,0,0
"Mir291b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir292",0,0,0,0,0,0,0,0,0,0,0,0
"Mir292b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir293",0,0,0,0,0,0,0,0,0,0,0,0
"Mir294",0,0,0,0,0,0,0,0,0,0,0,0
"Mir295",0,0,0,0,0,0,0,0,0,0,0,0
"Mir296",22,28,24,17,35,17,23,26,38,52,29,37
"Mir297-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir297a-2",2,0,0,0,0,0,0,0,0,0,0,1
"Mir297a-3",0,0,0,0,0,0,0,0,0,0,0,0
"Mir297a-4",0,0,0,0,0,0,0,0,0,0,0,0
"Mir297b",0,0,0,1,0,0,0,1,0,0,0,0
"Mir297c",1,0,0,1,0,0,1,5,0,0,0,0
"Mir298",1,1,1,1,1,1,2,0,3,1,1,2
"Mir299a",0,3,4,1,16,8,10,12,7,5,5,3
"Mir299b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir29a",0,0,0,0,1,1,3,1,0,2,2,1
"Mir29b-1",0,0,0,0,0,0,1,0,1,0,0,0
"Mir29b-2",0,0,0,0,0,0,0,0,0,0,0,0
"Mir29c",0,0,0,0,0,0,0,0,0,0,0,0
"Mir300",1,0,3,3,3,3,2,5,8,12,6,10
"Mir301",7,3,3,5,10,3,13,7,6,8,0,1
"Mir301b",0,1,2,1,2,0,1,0,1,1,4,1
"Mir302a",1,0,1,0,30,4,39,40,80,112,26,16
"Mir302b",0,0,2,1,30,3,36,28,60,78,36,30
"Mir302c",0,1,0,0,41,9,37,36,76,135,55,48
"Mir302d",0,0,0,0,8,3,13,13,30,29,15,8
"Mir3057",1,0,1,1,1,2,0,3,2,1,0,1
"Mir3058",4,4,6,3,4,0,5,13,1,1,3,0
"Mir3059",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3060",3,3,2,1,4,1,5,1,10,1,4,6
"Mir3061",7,10,6,5,24,15,10,17,10,17,3,10
"Mir3062",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3063",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3064",28,22,18,13,20,17,16,22,35,29,4,8
"Mir3065",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3066",5,3,5,3,8,2,3,1,5,4,0,4
"Mir3067",0,0,0,0,0,1,0,0,0,0,0,0
"Mir3068",8,11,11,9,17,1,7,7,8,9,4,8
"Mir3069",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3070a",7,6,12,12,38,15,25,48,26,27,35,27
"Mir3070b",7,17,12,11,69,23,40,41,43,37,30,44
"Mir3071",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3072",5,7,11,4,37,19,30,43,36,28,22,30
"Mir3073a",0,0,0,1,0,0,0,0,0,0,0,0
"Mir3073b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3074-1",0,0,0,0,0,0,2,1,0,1,0,2
"Mir3074-2",0,2,0,0,1,0,1,1,0,1,3,0
"Mir3075",0,0,0,0,2,0,0,0,2,2,0,2
"Mir3076",0,2,4,1,0,1,1,2,4,2,3,6
"Mir3077",0,0,0,0,1,0,0,0,0,0,0,0
"Mir3078",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3079",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3080",2,0,1,0,0,0,2,8,3,2,0,4
"Mir3081",0,0,0,0,1,0,0,0,1,2,2,0
"Mir3082",6,0,4,5,8,4,2,6,3,1,3,8
"Mir3083",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3084-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3085",0,1,0,0,0,0,0,0,0,0,0,0
"Mir3086",0,0,0,0,0,0,0,0,1,0,0,0
"Mir3087",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3088",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3089",0,0,0,0,2,2,1,0,1,2,4,3
"Mir3090",0,0,0,0,0,0,0,0,0,0,0,1
"Mir3091",0,1,0,2,1,1,3,3,1,0,5,0
"Mir3092",0,1,0,0,2,0,0,0,0,0,0,0
"Mir3093",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3094",0,0,0,2,3,0,4,2,3,0,0,0
"Mir3095",0,0,2,0,0,0,1,0,0,1,0,0
"Mir3097",0,0,1,0,0,0,0,2,0,2,0,0
"Mir3098",0,1,0,0,0,1,0,2,0,0,0,0
"Mir3099",0,0,0,0,0,0,0,0,0,0,0,1
"Mir30a",1,1,1,1,1,1,2,4,4,3,1,6
"Mir30b",3,0,1,2,0,1,0,1,1,2,0,0
"Mir30c-1",1,1,0,0,1,2,0,1,1,1,0,0
"Mir30c-2",1,0,0,0,0,0,1,3,0,0,0,1
"Mir30d",0,0,0,0,1,0,1,0,1,1,0,0
"Mir30e",1,1,0,2,3,2,1,9,2,2,2,4
"Mir30f",0,0,0,0,0,0,0,0,0,0,0,0
"Mir31",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3100",0,0,0,1,1,0,0,0,0,0,0,0
"Mir3101",5,14,10,10,10,1,4,8,7,12,21,13
"Mir3102",0,0,0,0,0,0,0,0,0,1,1,2
"Mir3103",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3104",0,0,0,0,2,0,0,1,0,0,0,0
"Mir3105",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3106",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3107",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3108",0,2,0,1,2,3,2,3,1,1,3,3
"Mir3109",0,1,0,0,0,0,0,0,0,6,2,4
"Mir3110",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3112",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3113",52,39,47,37,53,27,58,76,47,36,40,61
"Mir32",1,0,0,1,2,2,0,2,0,1,2,2
"Mir320",0,0,0,0,0,0,1,1,0,0,0,0
"Mir322",0,0,0,0,0,0,0,0,0,0,0,0
"Mir323",1,0,2,0,11,2,11,14,7,5,3,9
"Mir324",3,0,3,1,3,4,8,8,2,3,6,3
"Mir325",0,0,0,0,2,0,0,2,2,3,0,0
"Mir326",0,0,0,0,0,0,0,0,0,0,0,1
"Mir327",0,0,0,0,0,0,0,0,0,0,0,0
"Mir328",0,0,0,0,0,0,0,1,1,0,0,1
"Mir329",2,3,2,1,7,4,7,6,0,7,2,4
"Mir33",0,0,0,0,0,0,0,0,0,0,1,0
"Mir330",0,0,0,0,0,1,3,1,1,5,1,5
"Mir331",0,0,0,0,0,0,0,0,0,0,0,0
"Mir335",8,14,14,14,5,6,9,13,31,32,9,6
"Mir337",3,2,1,2,21,8,7,20,14,10,11,13
"Mir338",0,0,0,0,0,0,0,0,2,0,1,0
"Mir339",0,1,0,0,1,0,0,2,0,1,0,1
"Mir340",0,0,0,0,0,0,1,1,1,0,2,1
"Mir341",3,2,4,6,10,3,14,9,16,22,7,9
"Mir342",1,1,0,0,1,0,0,2,1,3,1,3
"Mir343",3,4,6,1,5,1,3,6,8,7,5,5
"Mir344",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344-2",0,0,0,0,0,0,0,0,0,0,0,1
"Mir344b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344c",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344d-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344d-2",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344d-3",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344e",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344f",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344g",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344h-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344h-2",0,0,0,0,0,0,0,0,0,0,0,0
"Mir344i",0,0,0,0,3,0,1,0,0,3,0,1
"Mir345",0,1,0,1,5,0,2,2,3,8,5,5
"Mir346",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3470a",0,0,0,0,1,2,0,1,0,0,0,0
"Mir3470b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3471-1",0,0,0,0,0,0,0,1,0,0,0,0
"Mir3471-2",0,0,0,0,0,0,0,0,1,0,0,0
"Mir3472",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3473a",0,0,0,0,0,0,0,1,0,0,0,0
"Mir3473c",0,0,0,0,0,1,0,1,0,0,0,0
"Mir3473d",2,0,0,2,0,0,0,0,1,0,1,1
"Mir3473e",0,0,1,0,0,0,0,1,1,1,0,0
"Mir3473f",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3473g",0,0,0,1,0,0,0,0,0,0,0,0
"Mir3474",0,0,0,0,1,2,2,1,0,1,0,0
"Mir3475",0,0,0,0,0,0,0,0,0,0,0,0
"Mir34a",0,3,2,3,8,1,16,9,5,4,3,4
"Mir34b",0,0,0,0,0,0,0,0,0,1,0,0
"Mir34c",0,0,0,0,0,0,0,0,0,0,0,0
"Mir350",3,1,0,0,2,1,0,0,2,1,0,1
"Mir351",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3544",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3547",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3569",0,0,1,0,2,1,0,2,0,2,4,2
"Mir3572",0,0,0,1,0,0,0,0,0,0,0,0
"Mir361",0,0,1,0,0,1,0,1,0,0,2,1
"Mir362",0,0,0,0,1,0,1,2,0,1,1,0
"Mir3620",0,0,0,0,0,2,2,1,0,0,0,0
"Mir363",16,19,25,21,98,17,79,66,91,45,40,23
"Mir365-1",0,0,0,1,0,0,0,1,1,1,0,1
"Mir365-2",0,0,1,0,1,0,1,1,2,1,2,5
"Mir367",0,0,0,1,27,12,37,19,88,116,63,65
"Mir369",2,1,1,2,1,1,1,2,0,1,0,2
"Mir370",1,3,0,2,3,2,1,9,6,2,3,10
"Mir374b",0,1,1,1,5,1,3,5,4,3,0,2
"Mir374c",0,0,0,0,0,0,0,0,0,0,0,0
"Mir375",0,0,0,0,0,0,0,0,0,0,1,0
"Mir376a",2,1,1,0,2,4,0,4,6,4,1,4
"Mir376b",0,0,0,0,1,0,0,1,2,0,0,0
"Mir376c",5,5,13,8,21,9,29,16,28,39,25,25
"Mir377",5,8,7,10,24,16,30,24,21,27,31,38
"Mir378a",0,0,0,0,0,0,0,0,0,0,0,0
"Mir378b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir378c",0,0,0,0,0,0,0,0,0,0,0,0
"Mir378d",0,0,0,0,0,0,0,0,0,0,0,0
"Mir379",0,1,1,0,4,2,0,1,0,3,0,1
"Mir380",2,1,0,3,6,3,0,8,6,1,5,6
"Mir381",1,2,3,5,18,7,7,6,17,13,7,7
"Mir382",4,16,18,7,45,18,31,31,30,21,18,20
"Mir383",0,0,0,0,0,0,0,0,0,0,0,0
"Mir384",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3960",1,0,1,2,1,0,1,1,0,1,5,8
"Mir3961",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3962",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3963",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3964",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3965",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3966",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3967",0,0,0,0,1,0,0,0,0,1,3,2
"Mir3968",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3969",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3970",0,0,0,0,0,0,0,0,0,0,0,0
"Mir3971",3,0,0,1,1,0,0,1,2,1,0,1
"Mir409",2,8,4,4,11,12,6,29,8,7,21,24
"Mir410",0,0,0,0,0,0,0,0,0,0,0,0
"Mir411",5,1,0,0,10,3,10,6,8,3,6,1
"Mir412",1,0,0,0,4,0,4,0,1,0,0,0
"Mir421",0,0,2,0,8,2,6,7,6,1,3,6
"Mir423",4,9,6,9,7,8,6,7,10,11,5,7
"Mir425",6,3,4,8,1,1,8,12,8,4,8,7
"Mir429",0,0,0,0,0,0,0,0,0,0,0,0
"Mir431",3,3,7,2,8,4,5,1,3,5,6,9
"Mir432",10,21,29,19,86,36,73,77,64,62,27,30
"Mir433",0,0,0,0,0,0,0,0,0,0,0,0
"Mir434",9,5,3,4,15,15,21,23,18,14,11,16
"Mir448",0,0,0,0,0,0,0,0,0,0,0,0
"Mir449a",0,0,0,0,0,0,0,0,0,0,0,0
"Mir449b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir449c",0,0,0,0,1,0,0,0,0,0,0,1
"Mir450-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir450-2",0,0,0,0,0,0,0,0,0,2,0,0
"Mir450b",1,0,0,0,0,0,0,0,0,0,4,1
"Mir451a",0,0,0,0,0,0,0,0,0,0,0,0
"Mir451b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir452",0,1,0,0,0,0,3,4,5,2,12,14
"Mir453",10,8,9,7,40,16,30,31,26,26,26,22
"Mir455",0,0,0,0,0,0,0,0,0,0,0,0
"Mir463",0,0,0,0,0,0,0,0,0,0,0,0
"Mir465",0,0,0,0,0,0,0,0,0,0,0,0
"Mir465b-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir465b-2",0,0,0,0,0,0,0,0,0,0,0,0
"Mir465c-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir465c-2",0,0,0,0,0,0,0,0,0,0,0,0
"Mir465d",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466b-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466b-2",0,0,0,0,0,0,1,0,0,0,0,0
"Mir466b-3",2,1,3,1,1,0,4,6,0,1,0,0
"Mir466b-4",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466b-5",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466b-6",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466b-7",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466b-8",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466c-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466c-2",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466d",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466e",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466f-1",0,0,0,0,1,0,0,0,1,0,0,0
"Mir466f-2",1,2,2,3,2,4,2,1,8,6,5,2
"Mir466f-3",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466f-4",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466g",3,0,2,3,0,1,4,11,1,1,1,1
"Mir466h",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466i",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466j",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466k",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466l",9,7,16,18,9,7,38,43,8,3,10,9
"Mir466m",2,0,0,2,2,1,7,8,2,1,0,0
"Mir466n",0,1,0,0,0,0,0,0,0,0,1,0
"Mir466o",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466p",0,0,0,0,0,0,0,0,0,0,0,0
"Mir466q",1,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-1",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-10",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-2",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-3",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-4",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-5",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-6",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-7",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-8",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467a-9",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467b",1,0,2,2,1,0,2,4,0,0,1,1
"Mir467c",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467d",0,0,0,2,0,0,3,1,0,0,0,0
"Mir467e",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467f",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467g",0,0,0,0,0,0,0,0,0,0,0,0
"Mir467h",0,0,0,0,0,0,0,0,0,0,0,0
"Mir468",0,0,0,0,0,0,0,0,0,0,0,0
"Mir470",0,0,0,0,0,1,0,0,0,0,0,0
"Mir471",0,0,0,0,0,0,0,0,0,0,0,0
"Mir483",0,0,0,0,0,1,0,1,1,4,14,16
"Mir484",0,0,0,0,0,0,0,0,0,0,0,0
"Mir485",0,0,1,0,0,0,1,2,0,0,0,1
"Mir486",0,0,0,0,0,0,0,0,0,0,0,0
"Mir487b",2,0,0,0,4,0,8,9,3,1,4,2
"Mir488",0,0,0,0,0,0,1,0,0,0,0,0
"Mir489",0,0,0,0,0,0,0,0,0,0,0,0
"Mir490",0,0,0,0,0,0,0,0,0,0,0,0
"Mir491",1,1,6,1,1,1,0,1,2,1,0,1
"Mir493",5,3,9,4,30,10,17,30,15,16,17,18
"Mir494",1,8,3,2,27,8,14,18,16,9,9,18
"Mir495",0,1,0,0,2,3,0,1,3,2,4,3
"Mir496a",9,7,7,2,24,15,14,14,12,14,23,23
"Mir496b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir497",1,3,3,2,3,2,3,2,6,0,1,1
"Mir497b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir499",0,1,2,0,0,0,0,0,0,1,0,0
"Mir500",0,0,0,0,0,0,0,0,1,0,1,1
"Mir501",0,0,1,0,2,0,0,1,0,0,0,0
"Mir503",0,0,0,0,0,0,0,0,0,0,0,0
"Mir504",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5046",0,0,0,0,0,0,0,0,0,0,0,0
"Mir505",0,1,0,1,0,0,2,0,0,0,1,0
"Mir509",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5098",17,35,23,20,30,17,28,28,17,18,19,13
"Mir5099",0,0,0,0,1,0,2,0,1,0,0,0
"Mir5100",0,2,0,0,0,0,0,0,0,2,0,1
"Mir5101",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5103",1,1,1,0,0,1,0,0,0,0,0,0
"Mir5104",0,0,0,0,0,0,0,0,0,0,1,0
"Mir5106",1,0,1,2,3,0,2,0,5,1,6,5
"Mir5107",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5108",0,0,0,0,0,0,0,0,0,0,0,0
"Mir511",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5110",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5112",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5113",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5114",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5116",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5118",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5119",2,3,4,1,3,0,3,7,3,4,2,5
"Mir5120",0,0,0,0,0,0,0,0,0,2,0,0
"Mir5121",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5122",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5123",1,2,1,0,0,0,1,3,0,2,0,3
"Mir5124a",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5124b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5125",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5126",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5127",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5128",0,0,0,0,0,0,1,0,0,0,0,0
"Mir5129",0,0,0,0,0,0,0,0,0,1,0,0
"Mir5130",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5131",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5132",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5133",0,2,0,1,1,1,1,0,3,0,5,9
"Mir5134",2,2,2,0,3,0,4,1,2,2,3,1
"Mir5135",0,0,0,0,0,0,3,1,1,0,1,1
"Mir5136",0,0,0,0,0,0,0,0,0,0,0,0
"Mir532",0,0,0,0,1,2,0,1,0,0,0,1
"Mir539",3,4,3,1,11,10,10,7,9,10,12,10
"Mir540",0,1,0,2,6,1,0,2,3,1,4,9
"Mir541",8,6,10,3,25,18,25,22,25,20,23,31
"Mir542",0,0,1,0,0,0,1,0,0,4,5,1
"Mir543",2,4,5,3,37,7,14,12,12,10,18,10
"Mir544",3,0,0,1,2,1,3,6,2,1,4,2
"Mir546",0,0,0,0,0,0,0,0,0,0,0,0
"Mir547",0,0,0,0,0,0,0,0,0,0,0,0
"Mir551b",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5615-1",0,0,0,0,0,0,0,2,1,1,0,1
"Mir5615-2",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5616",0,0,0,0,0,0,0,3,1,1,0,0
"Mir5617",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5618",0,0,0,0,0,0,0,0,0,2,0,0
"Mir5619",0,2,0,2,1,1,0,2,2,1,5,3
"Mir5620",0,0,0,0,0,0,0,0,0,1,2,1
"Mir5621",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5622",1,1,2,1,1,0,2,2,0,0,3,1
"Mir5623",0,1,0,1,0,0,3,0,1,2,5,0
"Mir5624",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5625",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5626",0,0,0,0,0,0,0,0,0,0,0,0
"Mir5627",0,0,0,0,0,0,0,0,0,0,0,0
"Mir568",0,0,0,0,0,0,1,0,0,0,2,0
"Mir5709",0,0,0,0,1,0,1,2,1,0,0,0
"Mir5710",0,0,0,0,0,0,0,0,0,0,0,0
"Mir574",0,0,0,0,0,0,0,0,0,0,0,1
"Mir582",1,0,0,0,0,0,2,0,0,0,0,0
"Mir592",0,0,0,0,0,0,0,0,0,0,0,0
"Mir598",0,0,0,0,0,0,0,0,0,0,0,0
"Mir599",0,0,0,0,0,0,0,0,0,0,0,0
"Mir615",0,0,0,0,0,0,0,0,0,1,0,0
"Mir6236",0,0,0,0,1,0,0,3,0,1,2,40
"Mir6237",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6238",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6239",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6240",0,0,0,0,0,0,0,0,0,0,0,2
"Mir6241",0,0,0,0,0,0,0,0,1,0,0,0
"Mir6244",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6335",0,0,0,1,2,0,1,0,1,0,0,0
"Mir6336",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6337",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6338",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6339",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6340",0,0,0,0,0,0,0,0,0,0,0,1
"Mir6341",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6342",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6343",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6344",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6345",0,2,1,1,2,0,1,2,1,2,4,2
"Mir6346",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6347",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6348",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6349",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6350",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6351",1,0,0,0,0,0,0,0,0,0,0,0
"Mir6352",1,5,4,0,2,1,0,1,1,4,1,4
"Mir6353",1,2,0,1,2,0,0,2,2,2,0,1
"Mir6354",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6355",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6356",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6357",0,0,0,0,0,0,0,0,0,0,0,0
"Mir6358",0,0,0,0,0,0,0,0,0,0,0,0
