"","MD-R-EB-5","MD-R-EB-6","MD-R-EB-7","MD-R-EB-8"
"Syt14",14.6892,14.8588,17.2304,16.455
"Gm23583",1.7548,0.8061,0,1.0727
"Gm31406",0,0,0,0.308
"Gm37103",0,0,0,0
"Utp25",26.2196,25.1707,29.2732,26.3171
"Irf6",10.661,11.3044,8.3837,8.8588
"A130010J15Rik",8.6387,9.6831,9.2507,8.2379
"Traf3ip3",0.0881,0.1214,0.1498,0
"Gm15872",0.1831,0,0,0
"4930570N18Rik",0,0,0,0
"Lamb3",0.2148,0.4404,0.0978,0.2657
"Hsd11b1",0,0,0.0507,0.0243
"Gm38118",0,0,0,0
"G0s2",2.3291,2.6748,1.9794,2.4915
"Gm37691",0,0.0453,0,0
"Gm37650",0,0,0,0
"Camk1g",1.2132,1.7733,1.7184,1.236
"Gm37942",0.323,0.1855,0,0
"Gm38022",0.2517,0,0,0
"Gm38322",0,0,0,0
"Mir205hg",0.6724,1.434,0.8163,1.4679
"Mir205",0,0,0,0
"Gm21362",0,0,0,0
"4930503O07Rik",0,0,0,0
"Plxna2",1.0631,1.2616,1.8195,1.4501
"Gm37783",0.2732,0.2511,0.1161,0.167
"Gm37674",0.2212,0.0635,0.1175,0.1127
"Gm38036",0,0.0327,0.1814,0.058
"2900035J10Rik",0,0,0,0.1942
"Gm19777",0,0.3254,0,0.5773
"Mir3962",0,0,0,0
"Gm23885",0,0,0,0
"Cd34",1.5722,1.518,1.9215,1.9137
"Gm16897",0.3256,0.4674,0.2594,0.2903
"A330023F24Rik",1.0193,1.1457,0.8294,1.2152
"Gm32250",0,1.0853,1.3385,0.6418
"Gm37334",0.5524,0.6344,0.5135,1.1255
"9630010A21Rik",0.5254,0.7757,0.9567,1.1469
"Gm37027",0.3962,1.8201,2.5255,2.8256
"Cd46",0.587,0.5516,0.6803,0.5844
"Mir29b-2",0,0,0,0
"Mir29c",0,0,0,0
"Gm37366",0.7065,0.1521,0.6567,0.3599
"Gm37132",0.3626,0.1562,0.0963,0.0923
"Cr1l",9.5853,8.8359,10.6826,10.2948
"Cr2",0.8842,0.7866,0.9525,1.0277
"Gm37887",0,0,0,0
"Gm24802",0,0,0,0
"Gm27940",0,0,0,0
"Gm38046",0,0,0,0
"Gm38194",0,0.0527,0,0
"Gm37392",0.3931,0.4515,0.8353,1.2016
"Gm27306",0,0,0,0
"Fam171a1",18.6557,16.8359,13.4873,12.9114
"Nmt2",116.1434,109.8072,104.2358,101.5092
"Gm22005",5.7549,1.6523,3.0568,3.6645
"Rpp38",44.0958,44.0463,39.7094,37.388
"Acbd7",9.6872,6.9806,6.8607,7.7406
"Olah",0.344,0.3292,0.4873,0.5842
"Gm37525",0,0,0,0.036
"Meig1",1.4727,0.8456,0.1956,0.0938
"Dclre1c",8.9062,8.8654,7.4257,7.5651
"Suv39h2",54.3261,55.6025,60.7424,55.582
"Gm13184",5.1849,5.9547,4.1311,4.6221
"Hspa14",81.5042,75.5435,84.8851,78.0699
"Gm45902",11.2467,9.5666,9.2707,9.604
"Cdnf",0.4238,0.2996,0.2078,0.3654
"Gm13186",0.321,0,0,0
"Gm13182",0,0,0,0
"Fam107b",14.5971,14.1271,14.5861,13.9884
"Gm13183",0,0,0,0
"Gm13181",0.1898,0.2179,0.4032,0
"Gm13185",0.4298,0.2468,0,0.3284
"Gm13180",0,0,0,0
"Gm13191",0,0,0,0
"Frmd4a",4.0109,3.6384,3.8109,3.5139
"Gm2639",0,0,0,0
"Gm13188",0,0,0,0
"Gm10862",0,0,0,0
"Gm38085",0,0,0,0
"1700080N15Rik",0,0,0,0
"Gm13189",0,0,0,0
"Gm37814",0,0,0,0
"Gm37107",0,0,0,0
"Gm38348",0,0,0,0
"Gm13187",0,0,0,0
"Gm36988",0,0.0484,0.0895,0
"Gm23691",0,0,0,0
"Gm13175",1.0883,0.4999,0,0.4435
"Gm13179",0.2074,0,0,0.1057
"Prpf18",28.2897,28.2993,29.7082,28.0821
"Gm13196",0.2676,0.6147,0,0.5453
"Bend7",5.2722,4.9995,4.4191,5.1004
"Gm13176",0.2126,0.2442,0,0.6499
"Sephs1",92.0147,92.2074,101.6244,92.9079
"Phyh",37.1857,34.2757,33.3562,33.7362
"Gm13194",0,1.8728,2.7718,1.3291
"Gm13193",1.8032,0.5177,0,0.9186
"Gm13192",4.8765,5.6004,2.0722,5.465
"Ucma",0.2295,0.3953,0.7314,0.5845
"Mcm10",66.0641,64.4228,67.885,62.9
"Optn",26.7021,24.6757,28.1944,31.5272
"4930551O13Rik",1.7143,1.0938,1.6188,2.3287
"Ccdc3",8.6994,7.0678,4.6814,4.1799
"Gm13198",0.614,0.2821,0.2609,0.2502
"Gm23118",0,0,0,0
"Gm13197",0,0,0,0
"Camk1d",6.7465,7.4344,5.7743,4.7029
"Gm13216",0.5149,0.5913,0,0
"Cdc123",83.3292,84.8347,84.3231,82.4493
"Nudt5",39.4677,40.0989,40.3492,40.0824
"Gm13199",15.9028,13.5059,13.9128,17.1549
"Sec61a2",29.9055,29.3258,32.6182,29.8124
"Gm13267",1.0457,1.4678,0.4937,1.0653
"Dhtkd1",16.3204,18.1915,18.75,17.2311
"Upf2",64.0748,61.1168,63.2267,66.941
"Proser2",0.7531,0.877,0.7887,0.8321
"Gm13384",0.0755,0,0,0.0769
"Gm10857",0,0,0,0
"Echdc3",0.6422,0.6942,0.2408,0.3464
"A230108P19Rik",0.2434,0.1864,0.2586,0.3307
"Gm13383",0,0,0,0.0882
"AL845275.1",0.372,0.1424,0,0.1263
"Usp6nl",35.4924,34.8351,36.1272,34.6083
"Gm13388",3.1026,4.9336,5.0707,3.1609
"Gm13391",0,0.2038,0,0
"Gm38386",0,0.0681,0.063,0.0302
"Celf2",3.1584,3.4158,3.2471,3.5093
"Gm13389",0,0,0,0
"Gm10855",0,0.0917,0,0.0407
"Gm37340",0.1336,0,0,0
"Gm10115",0,0,0,0.0842
"Gm26315",6.0037,9.0723,4.6995,7.4043
"Gm24340",0,0,0,0
"Gm28641",0,0,0,0
"Gm13210",0,0,0,0
"Gm13211",0,0,0,0
"Gm13254",0,0,0,0
"Gm24534",0,0,0,0
"Gm13255",0,0,0,0
"Gm13217",0.3193,0,0.2261,0.2169
"1700061F12Rik",0,0,0,0
"Gm23963",0,0,0,0
"Gm13221",0,0,0,0
"Gm13219",0,0,0.0439,0
"Gm13220",0,0,0,0
"Gm13218",0,0.8792,0,0
"Gm37866",0.1457,0,0,0
"Gata3",2.9067,2.1669,0.9751,0.5715
"Gm13256",0,0.224,0,0
"4930412O13Rik",0,0.0844,0.1561,0
"9230102O04Rik",0.1085,0.1246,0,0
"Gm13262",0.7023,0.4609,0.4263,0.46
"Taf3",27.0364,25.3798,29.7169,26.17
"C630004M23Rik",0.4824,1.1773,0.7687,0.7987
"Atp5c1",358.6205,351.9671,351.6094,355.7239
"Gm23608",1.5848,0.9101,1.6836,3.2293
"Kin",46.5211,49.4647,45.7556,47.8202
"Itih2",0.0918,0.0703,0.065,0.1559
"Itih5",1.1812,1.5483,1.5549,1.295
"Gm13261",11.4358,11.0778,9.0851,7.9023
"Sfmbt2",97.5299,74.9745,27.9299,27.5099
"Gm22072",41.075,44.2847,16.0294,9.3943
"Gm22677",71.3768,50.6938,9.9771,21.0502
"Mir466m",9.66,9.7073,2.5655,2.4604
"Mir466f-1",15.1066,17.3493,2.2926,4.3973
"Mir669f",37.722,25.0305,7.1242,5.9782
"Mir669e",23.0136,12.7256,3.622,4.3419
"Mir669b",34.5072,33.6254,8.8869,7.4574
"Gm23578",52.6657,35.8425,2.0722,7.949
"Mir669d",41.075,19.2542,7.1242,4.2701
"Mir466f-2",20.5018,17.3493,0,1.0993
"Mir669l",44.5051,16.6411,2.199,2.1089
"Mir669d-2",29.4855,8.1271,5.0118,4.8064
"Mir466f-3",29.1342,14.8708,6.8779,3.298
"Mir297a-2",29.3021,32.3578,0,8.0374
"Mir466o",15.6975,12.4809,2.5655,1.2302
"Gm26073",43.9265,35.7719,8.4845,6.5095
"Mir467c",8.3654,2.4018,4.4434,1.0653
"Mir466b-1",0,2.8412,0,0
"Mir669a-3",3.7222,2.1374,0,0.9481
"Mir669k",59.8997,40.358,5.0907,6.5095
"Gm26491",50.296,38.5084,19.5915,6.8322
"Mir467a-1",5.5578,0,5.9043,0
"Mir466b-8",2.3588,0,0,0
"Mir669a-1",3.137,1.2009,2.2217,0
"Mir669g",49.4781,53.0352,5.2562,10.9219
"Gm25701",37.5372,24.7652,13.5752,8.9505
"Mir669j",40.2368,30.8067,5.3431,9.3943
"Mir467a-2",4.8882,2.8069,0,1.245
"Mir466e",1.2075,2.7735,0,0
"Mir669a-4",1.1659,4.0168,2.4771,0
"Gm24315",2.396,2.7517,1.6969,0
"Gm25451",36.0454,31.7694,3.5621,9.3943
"Mir467b",5.5578,3.1915,0,1.4156
"Mir466c-1",8.4525,2.7735,2.5655,1.2302
"Mir669a-5",3.4976,4.0168,0,0
"Gm24761",14.3759,18.3446,0,7.3231
"Gm23651",9.2978,1.9415,0,6.8892
"Mir467a-3",0,0,0,0
"Mir466c-2",0,0,0,0
"Mir669a-6",0,0,0,0
"Gm23108",1.636,2.8183,0,0
"Gm25680",0,0,0,0
"Gm22775",3.381,0.9707,0,0
"Mir467a-4",0,0,0,0
"Mir466b-4",0,0,0,0
"Mir669a-7",0,0,0,0
"Gm26060",0,0,0,0
"Gm26431",0,0,0,0
"Gm26229",0,0,0,0
"Mir467a-5",0,0,0,0
"Mir466b-5",0,0,0,0
"Mir669p-1",0,0,0,0
"Gm24167",0,0,0,0
"Gm24640",0,0,0,0
"Gm23288",0,0,0,0
"Mir467a-6",0,0,0,0
"Gm25285",0,0,0,0
"Mir669a-8",0,0,0,0
"Gm24673",2.454,5.6365,0,1.6667
"Gm22635",0,0,0,0
"Gm23569",2.5358,2.9122,1.7959,1.7223
"Mir467a-7",0,0,0,0
"Mir466b-6",0,0,0,0
"Mir669a-9",0,0,0,0
"Gm26426",0,0,0,0
"Gm24488",0,0,0,0
"Gm25158",0,0,0,0
"Mir467a-8",0,0,0,0
"Mir466b-7",20.7471,7.9424,2.4489,1.1743
"Mir669p-2",0,0,0,0
"Gm24028",0,0,0,0
"Gm22626",0,0,0,0
"Gm22166",0,0,0,0
"Mir467a-9",0,0,0,0
"Mir466b-2",12.3695,7.1029,0,3.7806
"Mir669a-10",0,0,0,0
"Gm26156",44.5303,34.094,8.7604,6.7211
"Gm23571",56.7051,27.5168,5.0907,10.5779
"Gm25316",33.5235,25.6668,10.9579,4.3787
"Gm25022",0,0,0,0
"Gm25943",1.127,0,0,0
"Mir669a-11",1.1659,4.0168,0,0
"Gm23988",64.0174,47.741,14.1316,9.3173
"Gm25673",54.3091,39.4408,8.4845,14.6463
"Gm25753",22.6332,17.3288,1.781,4.2701
"Mir467a-10",0,0,0,0
"Mir466b-3",8.7656,5.7525,0,1.2758
"Mir669a-12",0,2.6779,0,0
"Gm26398",50.3158,50.4476,6.7876,13.0189
"Mir467e",11.6586,4.0168,0,1.1878
"Mir466p",3.419,5.2354,2.4214,2.3222
"Gm22051",60.6984,47.6959,11.8783,13.8326
"Gm22678",47.2002,42.6738,0,17.3935
"Mir467d",1.1933,4.1113,0,0
"Mir466",5.5578,6.3829,0,1.4156
"Gm22091",14.3759,9.1723,1.6969,0
"Mir297c",15.525,7.1319,0,4.2179
"Mir669c",2.7917,4.2748,3.9542,1.8961
"Gm24342",20.4811,15.6811,0,1.9873
"Gm25263",21.3003,18.6381,2.1551,7.2336
"Mir669a-2",13.5937,12.0091,0,5.3267
"Gm22239",12.8019,10.1786,2.0923,2.0066
"Gm22925",24.8603,28.551,0,7.0918
"Gm23542",33.8101,29.122,4.4897,12.9172
"Mir297b",15.8194,13.8931,3.9542,4.7403
"Mir466d",11.6222,8.4939,4.4897,1.0764
"Gm26092",9.411,2.4018,0,2.1307
"Mir669m-1",21.735,21.3958,4.3981,2.1089
"Mir669m-2",11.385,9.5092,2.199,4.2179
"Mir466n",3.2371,2.4785,0,0
"Mir669o",24.301,23.0549,2.2449,1.0764
"Mir466g",13.9466,5.8244,2.6938,0
"Mir466h",53.8457,31.6387,7.9817,6.3789
"Mir297a-3",24.8603,22.8408,0,10.1311
"Mir466l",36.0454,37.5457,12.4673,7.6863
"Mir297a-4",10.35,13.0752,2.199,1.0545
"Gm24806",120.5892,99.6619,47.8903,36.7423
"Mir669i",62.2957,56.8681,22.0597,15.46
"Mir669h",40.5721,40.0719,6.8962,12.4005
"Gm18547",0,0,0,0
"Gm13265",0,0,0,0
"Gm13263",0,0,0.2572,0
"Gm37343",0,0,0,0
"Gm23877",0,0,0,0
"Gm13264",0.0504,0,0,0.1028
"Gm26478",0,0,0,0
"Gm13297",0,0,0,0
"Gm13294",0.4576,0.7883,0.3241,0.1554
"Prkcq",0.0716,0.0494,0.1522,0.0876
"Gm36932",0,0,0,0
"Gm37520",0,0,0,0.0387
"Gm37766",0,0,0,0.0403
"Gm38171",0,0,0,0.2162
"Gm37851",0,0,0,0
"8030442B05Rik",0.098,0,0.2082,0
"Gm13293",0.0628,0,0,0.064
"Gm37730",0,0,0,0
"4933403L11Rik",0,0,0,0
"Gm13291",0,0,0,0
"Gm13292",0.5072,0.6989,1.293,0.7234
"Gm13296",0.3052,0.2337,0.4323,0.4146
"Pfkfb3",8.4514,8.7663,7.9522,7.9543
"Gm10851",0.1204,0.3457,0,0.0613
"Gm37975",0.3866,0.444,0.1027,0.0985
"Rbm17",159.5469,158.6271,145.7019,168.0041
"Gm13260",0.0802,0,0.1705,0
"Gm17490",0,0,0,0
"Il2ra",0.0888,0.0204,0.0755,0
"Gm37881",0,0,0,0
"Il15ra",0.3878,0.524,0.2424,0.3022
"Fbh1",46.3228,46.618,46.3454,48.5677
"Ankrd16",19.1872,18.9888,18.1104,19.6526
"Gm34768",0,0,0,0
"Gm13310",0.1469,0,0.1561,0
"Itga8",0.826,1.0751,0.7605,0.8415
"Gm37701",0,0,0.1959,0
"E030013I19Rik",0,0,0.1715,0.0548
"Mindy3",18.5327,18.1191,21.7766,20.5559
"Gm37289",1.1575,0.914,0.9223,1.4741
"Gm37255",0.5635,0.6852,0.8451,0.7092
"Gm38014",0.8931,0.6244,1.7326,1.6221
"Gm13321",0,0,0,0
"Gm37565",0,0,0,0
"Pter",4.9827,4.3291,5.8456,5.3192
"C1ql3",0.6402,0.3217,0.7651,0.6115
"Gm37824",0.2821,0.288,0.1998,0.4151
"Gm37811",0.078,0.0448,0.0829,0.0397
"Gm37356",0.3144,0,0,0.1281
"Gm37742",0,0,0,0
"Rsu1",14.4199,15.2453,15.7823,15.2467
"Gm38156",0.2693,0.4123,0.4768,0.7773
"Gm37780",1.7871,2.1146,1.7259,1.1586
"Gm27540",0,2.4917,1.1524,1.6578
"Gm37160",0.9609,0.8966,0.5104,0.8566
"Gm13270",0.4656,0.401,0.2473,0.4032
"Cubn",4.3465,1.2635,2.3809,11.7626
"Trdmt1",6.189,6.075,6.7433,7.0059
"Vim",51.9661,49.0708,64.4292,63.5974
"St8sia6",1.7337,1.5351,3.1775,2.009
"Gm37126",0.2297,0.1319,0,0
"Hacd1",11.8287,12.4848,13.2275,14.7346
"D930036K23Rik",0.6397,0.7934,0.8699,0.9646
"Gm37894",0.9757,0.7171,0.6634,1.1133
"Stamos",1.4979,0.9216,1.1366,1.5806
"Stam",24.783,23.7532,25.8268,23.2898
"Gm37499",2.4497,2.6459,3.0981,2.4661
"Tmem236",0.0277,0,0,0.0282
"Gm13320",0,0,0,0
"Mrc1",0.4458,0.3291,0.6089,0.7137
"Mir511",0,0,0,0
"Gm37697",0.495,0.6317,0.2337,0.2242
"Slc39a12",0,0,0,0
"Gm13266",0.2441,0,0,0.1244
"Cacnb2",1.4416,2.0166,2.2157,2.0936
"Gm10849",0,0,0,0
"Gm38105",0.387,0.3111,0.4933,0.5914
"Gm13268",1.4055,0.269,0.9954,1.9092
"Gm13312",0.8476,0.1622,0.3001,0.8635
"2900092N22Rik",0.5039,0.9094,1.6824,0.8801
"Gm13314",0.9083,0.6955,0.6433,0.6169
"Gm13311",0.2676,0.3074,0,0.2727
"Gm10848",0.28,0.2573,0.476,0.4565
"Gm37006",0.3793,0.4356,0.1612,0.3478
"Gm13315",0,0.9404,0.2175,0.4171
"Gm38273",0.3407,0.2934,0.0905,0.3471
"Gm13269",0.3866,0.296,0.5477,0.5252
"Gm13316",0.1468,0,0.3119,0.1495
"Gm37437",0.2618,0.3007,0.445,0.2134
"Gm37891",1.1474,0.8785,0.4876,1.169
"Nsun6",7.3753,6.5853,7.6198,7.4727
"Gm36930",0.3842,0.8825,0.1814,0.7394
"Arl5b",36.3001,37.0867,40.5882,39.2818
"Gm38257",4.188,4.0081,4.5271,5.951
"Gm13313",0.0936,0.3224,0.1988,0.1907
"Gm13367",0,0,0,0
"Gm13366",0,0,0,0
"Gm13365",0.1042,0,0,0
"Gm13368",0,0,0,0
"Malrd1",0.2258,0.2766,0.4158,0.3834
"Gm37595",0,0,0,0
"Gm6587",0,0.19,0,0
"Gm37416",5.1034,5.861,8.81,5.8493
"Plxdc2",32.8075,30.2664,31.2386,34.2574
"Gm24933",0,0,0,0
"Gm13326",0.2007,0.1152,0.2132,0.1022
"Gm13325",0,0,0,0
"Gm13322",0,0.4735,0,0
"Nebl",0.4194,0.4129,0.7921,0.563
"Gm13324",0,0,0,0.1816
"Mir6419",0,0,0,0.9145
"Gm13323",0.0881,0,0,0.0898
"H2al2a",0,0,0,0
"Gm13329",0,0,0,0.39
"A930004D18Rik",6.1254,6.1037,9.5057,8.9633
"Gm13330",0.5228,0.6005,2.2217,1.0653
"Skida1",8.317,9.5517,12.4659,12.4584
"1810059C17Rik",5.6234,5.0231,4.4252,4.2438
"Mllt10",65.6111,66.4181,72.2732,70.7111
"Mir7655",1.7488,2.0084,11.1469,5.345
"Gm23638",4.83,2.7735,3.4207,1.6403
"Gm25147",6.762,4.4376,4.1049,10.8258
"Gm13351",8.085,7.3157,2.6027,5.2418
"Dnajc1",6.3465,6.9887,7.5097,7.5124
"Gm13350",0.2118,0.2432,0.8998,0.2157
"Gm13349",0.4936,0.2834,0,0.5029
"Gm13353",0,0,0,0
"Gm13355",0,0,0,0
"Gm13352",0,0,0,0
"Commd3",27.4689,26.0973,16.741,19.6918
"Bmi1",10.0562,8.8817,4.8264,7.593
"Spag6",0,0,0,0
"Gm20539",0,0,0,0
"Gm13333",0,0,0.8278,0
"Carlr",0.0788,0,0,0
"Pip4k2a",17.4447,17.9573,17.2306,16.5245
"4930426L09Rik",0.0694,0,0,0.0707
"Gm13332",0,0,0,0
"Armc3",0.1434,0.0412,0,0.073
"4930447M23Rik",0,0,0,0
"Msrb2",24.7498,23.8559,21.1281,19.4368
"Gm33940",0,0,0,0
"Gm13344",0,0,0,0.0664
"Ptf1aos",0,0,0,0
"Ptf1a",0,0,0,0
"1810010K12Rik",0.0886,0.1527,0,0.0451
"4921504E06Rik",0,0,0,0
"Gm13345",0,0,0,0
"Gm13348",0,0,0,0
"Gm13343",1.932,1.1094,2.0524,0.9842
"Otud1",23.2086,24.3917,16.2086,16.4567
"Gm13346",0.1396,0.0321,0.0593,0
"Gm13347",0,0,0,0
"Gm24670",0,0,0,0
"Gm44457",0,0,0,0
"Etl4",79.7472,76.7545,69.4109,70.643
"Gm25859",0,0,0,1.1356
"Gm13361",0.2126,0,0,0
"Gm13363",0.1943,0,0,0
"Gm13360",0,0,0,0.2587
"Gm13328",0.1989,0.7994,0.8451,0.7092
"Gm23970",0,0,0,0
"Gm17171",0,0,0,0
"Gm13335",0,0,0,0
"Gm27446",18.2346,6.5443,9.6857,8.1277
"Gm13362",5.682,5.9702,6.1647,5.912
"Arhgap21",79.4287,72.3856,61.0419,64.671
"Gm13380",2.8254,1.4602,2.7013,1.4392
"Gm13375",8.0764,5.8653,6.0564,5.6872
"Gm13377",0,0,0,0.1513
"Gm13376",0,0,0,0
"Enkur",0.5848,0.2985,0.6903,0.3972
"Gm23007",0,0,0,0
"Thnsl1",14.5008,14.8095,14.6052,15.3613
"Gm13378",0.3019,0.3467,0,0.3076
"Gm13327",0,0,0,0
"Gpr158",0.0248,0.0285,0,0.0885
"Gm13379",0.1633,0,1.0411,0.3328
"Gm24886",0,0,0,0
"Gm13337",0,0,0,0
"Myo3a",0.5491,0.5426,0.5426,0.4553
"Gm13342",0,0,0,0
"Gm13341",8.1506,5.027,4.8104,7.2275
"Gm13340",1.3787,2.2619,1.8133,1.8059
"Gm13339",0,0.4568,0.4226,0
"Gad2",1.5708,1.2093,0.9169,0.5804
"Mir3967",0,0,0,1.5197
"Gm23636",1.0677,0,0,0
"Gm13338",0,0,0,0
"1700092C17Rik",0,0,0,0
"Gm13356",0,0,0,0
"Apbb1ip",0.1642,0.1728,0.3197,0.0976
"A130006I12Rik",0,0.8565,0,0.2533
"Pdss1",20.1284,18.0984,18.0096,17.9041
"Gm25544",7.6073,9.7073,10.7753,6.028
"Gm14441",4.3202,3.4515,1.9954,2.2964
"Abi1",62.5889,60.2086,64.2456,59.6908
"Gm13357",0.9444,1.3015,0,1.7319
"Acbd5",12.6178,13.1682,13.4926,13.3731
"Mastl",46.2818,42.0825,42.676,41.8574
"Yme1l1",118.5526,115.179,137.2039,124.6399
"Gm13423",3.5409,2.886,1.6988,3.9566
"Potegl",0.1012,0.1744,0,0.3094
"Gm13422",0,1.3868,0.4276,0.205
"Nxph2",0,0.2258,0.1671,0.1202
"Gm38309",2.0045,1.6115,0.9938,0.8169
"Spopl",9.2747,9.0765,8.9934,9.1978
"Gm13331",0,0,0,0
"Sh3d2c-ps1",0,0,0,0
"Gm26323",0.5796,0,1.2315,0
"Gm13392",0,0,0,0
"Hnmt",1.2614,1.0536,0.4873,0.5842
"Tbpl2",0,0,0,0
"Il1f8",0,0,0,0
"Gm13410",11.2541,9.1379,7.9197,9.5669
"Il1f9",0,0,0,0
"Il1f6",0,0,0,0.117
"Gm37703",0.0569,0,0,0
"Gm13409",0,0,0,0
"Il1f5",0,0.0259,0,0
"Il1f10",0,0,0,0
"Gm13411",0,0,0,0
"Il1rn",0.055,0.1684,0.0779,0
"Psd4",2.1945,2.2732,1.024,1.0521
"Pax8",0.2343,0.2306,0.9956,0.6479
"Gm13415",0.1254,0.0617,0.1903,0.2008
"Gm27193",0,0,0,0
"Gm13418",0,0,0,0
"Gm13417",0,0,0,0
"Gm38383",0,0,0,0.0388
"Gm13416",0.3775,0.2168,0.4011,0.0641
"Gm25455",0.3121,0.3584,1.3262,0
"Cacna1b",7.1721,7.1707,9.5376,8.7518
"Gm13459",0.471,0.7213,1.0008,0.7998
"Ehmt1",64.2624,63.3967,65.9052,63.6501
"Gm38147",4.0053,4.4056,2.7568,4.1381
"Gm37139",2.0428,1.8452,1.8044,2.0579
"Arrdc1",20.3264,21.4876,18.0304,16.2211
"Gm22875",0,0,0,0
"Zmynd19",67.3849,66.349,66.0272,65.6521
"Dph7",21.8729,20.6871,23.9654,22.1094
"Mrpl41",56.8831,61.3923,55.5754,64.1205
"Pnpla7",9.959,8.5004,8.8836,8.9745
"Gm13370",0,0,0,0
"Gm13369",1.336,1.8884,0.8734,1.9893
"Gm25518",0.9479,3.266,4.0282,4.8289
"Gm24875",3.9012,3.3602,0,1.9873
"Nsmf",8.5975,8.827,9.2435,9.4135
"Gm24328",3.0278,3.4773,6.433,1.5424
"Mir7664",1.61,0,3.4207,1.6403
"Entpd8",0.1121,0,0,0.0381
"Noxa1",0.1255,0.1441,0,0.1278
"AL732309.1",0.2048,0.2352,0.2176,0.1565
"Gm13387",0.2817,0.4043,0,0.0717
"Nrarp",3.7319,2.7972,2.5874,2.8816
"Gm38287",0,0,0,0
"Tor4a",9.1874,10.4455,6.9202,8.0141
"Nelfb",57.9263,58.3798,54.7557,53.2646
"Gm22572",18.354,13.3129,22.5768,17.715
"Stpg3",0.5215,0.4192,0.4432,0.3188
"Fam166a",6.6719,6.1091,3.4481,5.3276
"Tubb4b",475.2354,432.0321,388.4891,429.9299
"Slc34a3",0.3871,0.741,0.5484,0.745
"Rnf224",0.4826,0.2519,0.3728,0.4023
"Cysrt1",0.6101,0.1752,0.9722,0.3885
"Rnf208",19.769,20.6954,11.47,13.9436
"Ndor1",32.5647,29.3565,27.026,25.2634
"Tmem203",4.9884,6.4109,6.3087,5.6872
"Tprn",32.9683,27.056,17.0523,20.5124
"Ssna1",39.03,37.7034,33.4406,35.4717
"Anapc2",90.2125,86.1233,87.4536,86.3596
"Tmem210",0.1958,0.6746,0.416,0
"Lrrc26",0.0852,0.0979,0,0.521
"Grin1",0.366,0.3603,0.2,0.245
"Grin1os",0.1754,0.2015,0.1491,0.2145
"Man1b1",41.4112,39.067,33.0994,38.6438
"Gm25220",4.2707,4.9048,4.537,11.9654
"Dpp7",35.3501,33.756,28.7385,32.2988
"Uap1l1",59.8216,62.064,54.4721,58.8143
"Sapcd2",27.336,29.3301,22.6038,24.1879
"Entpd2",2.0496,1.8064,1.2153,1.1655
"Npdc1",17.1907,18.1621,16.0002,15.0006
"Fut7",0,0,0,0.2194
"Abca2",25.5581,25.9746,21.8708,21.5441
"Mir3087",1.8113,2.0801,0,0
"Paxx",1.7674,1.7479,1.669,1.7506
"Clic3",0.3007,0.5755,0.4259,1.0211
"Ptgds",0.123,0.4945,1.0455,1.0653
"Lcn12",0,0.4424,0,0
"C8g",4.4159,4.2132,4.0416,3.5992
"Fbxw5",25.2578,26.4121,24.2903,22.4485
"Traf2",12.3084,12.1032,9.8015,11.4865
"Gm13433",2.5358,2.4268,3.5918,3.8752
"Gm13432",0,0,0.8942,0
"Edf1",160.6555,163.3662,153.1616,153.5548
"Mamdc4",6.4845,8.0007,5.2131,6.0038
"Phpt1",11.9941,11.1716,13.6447,10.3915
"Ajm1",1.4346,1.4387,1.2879,1.3586
"Rabl6",44.3469,43.5346,41.2161,41.6655
"Fcnaos",0.5018,0.7204,0.3998,0.3195
"Ccdc183",0.5347,0.5757,0.355,0.5448
"Tmem141",11.029,11.628,8.0671,9.3943
"Fcna",0.0738,0,0,0
"Lcn15",0,0,0,0
"Lcn8",0,0,0,0
"Lcn5",0,0,0,0
"Lcn6",0,0,0,0
"Lcn10",0,0,0,0
"Obp2a",0,0,0,0
"A230005M16Rik",0.3993,0.2621,0.3636,0.9299
"Bmyc",16.1999,20.6194,19.731,14.4021
"Obp2b",0,0,0,0
"Lcn3",0,0,0,0
"Lcn11",0,0,0,0
"Gm13539",0,0,0,0
"Gm13538",0,0,0,0
"Glt6d1",0,0,0,0
"Lcn9",0,0,0,0
"Sohlh1",0.2361,0.0904,0.1672,0.1603
"Kcnt1",1.2173,1.2141,0.9756,1.3598
"Camsap1",40.9212,38.4071,40.5619,36.9116
"Gm13542",1.1146,0.5486,0.3383,0.3245
"Ubac1",56.6884,52.8887,55.1047,48.7634
"Nacc2",6.3078,5.4704,3.7228,3.914
"Gm13554",0,0,0,0
"Tmem250-ps",43.9953,42.8796,34.9774,32.254
"1810012K08Rik",6.7149,4.6676,6.3826,5.4009
"Gm13553",0,0,0,0.0525
"Lhx3",0.0666,0.4208,0.2831,0.1697
"Gm27196",0.0786,0.0902,0.0835,0.08
"Qsox2",22.1251,20.719,21.3464,19.8709
"Ccdc187",0.2993,0.2963,0.7018,0.6309
"Gpsm1",16.3743,15.5375,15.8137,16.7974
"Dnlz",22.4009,23.5692,17.811,20.1289
"Card9",0.9732,1.1684,1.0338,0.6309
"Gm13562",5.2074,3.7269,3.0466,4.0751
"Snapc4",28.9801,29.3595,27.3044,26.5132
"Gm13563",4.3522,6.1784,3.0823,4.9267
"Entr1",62.8319,63.3588,59.479,64.9065
"Pmpca",97.877,97.4995,96.3789,93.6602
